report_folder,model_name,design_total_source_cases,design_to_code_alignment,requirement_total_source_cases,requirement_to_code_alignment
report_01,BAAI/bge-large-en-v1.5,22,0.8537566688927737,72,0.8234895418087641
report_02,BAAI/bge-large-en-v1.5,25,0.8297630715370178,58,0.8270028613764664
report_03,BAAI/bge-large-en-v1.5,24,0.8637131154537201,123,0.8327542843857432
report_04,BAAI/bge-large-en-v1.5,25,0.8082336235046387,52,0.8067991836712911
report_05,BAAI/bge-large-en-v1.5,20,0.8737650871276855,85,0.8623599213712355
report_06,BAAI/bge-large-en-v1.5,20,0.8294024556875229,66,0.835690416169889
report_07,BAAI/bge-large-en-v1.5,18,0.8349614772531722,27,0.8230105329442907
report_08,BAAI/bge-large-en-v1.5,16,0.8269207924604416,53,0.818599745912372
report_09,BAAI/bge-large-en-v1.5,28,0.8324308906282697,114,0.8202894518249914
report_10,BAAI/bge-large-en-v1.5,21,0.8365215148244586,65,0.8379442572593689
report_12,BAAI/bge-large-en-v1.5,28,0.8447214088269642,111,0.8352801488326477
report_13,BAAI/bge-large-en-v1.5,12,0.8349588612715403,56,0.8400173304336411
report_14,BAAI/bge-large-en-v1.5,27,0.8596765730116103,77,0.8220648633969294
report_15,BAAI/bge-large-en-v1.5,28,0.8012236803770065,74,0.8242659174107216
report_16,BAAI/bge-large-en-v1.5,27,0.8336546134065699,41,0.8250957640205941
report_19,BAAI/bge-large-en-v1.5,27,0.8181372152434455,56,0.8401085755654744
report_21,BAAI/bge-large-en-v1.5,21,0.8529545522871471,100,0.8296002209186554
report_22,BAAI/bge-large-en-v1.5,19,0.8307425128786188,81,0.8375560295434645
report_23,BAAI/bge-large-en-v1.5,27,0.8213996445691144,131,0.8530558197552921
report_24,BAAI/bge-large-en-v1.5,18,0.8262901471720802,69,0.8277817022973213
report_25,BAAI/bge-large-en-v1.5,22,0.81348532167348,65,0.8272756218910218
report_26,BAAI/bge-large-en-v1.5,24,0.8532450571656227,86,0.8234451329985331
report_27,BAAI/bge-large-en-v1.5,30,0.8595142285029094,33,0.820474953362436
report_28,BAAI/bge-large-en-v1.5,21,0.7933442365555536,90,0.8147871580388811
report_29,BAAI/bge-large-en-v1.5,20,0.8356759279966355,75,0.8210030293464661
report_30,BAAI/bge-large-en-v1.5,34,0.7850406415322247,55,0.7989172805439342
report_31,BAAI/bge-large-en-v1.5,25,0.8361064076423645,105,0.8292445574487959
report_32,BAAI/bge-large-en-v1.5,16,0.8233320750296116,82,0.8206005576180249
report_33,BAAI/bge-large-en-v1.5,25,0.8344735145568848,47,0.8293850396541839
