report_folder,model_name,design_total_source_cases,design_to_code_alignment,requirement_total_source_cases,requirement_to_code_alignment
report_01,BAAI/bge-large-en-v1.5,22,0.8325087509372018,72,0.8234895418087641
report_02,BAAI/bge-large-en-v1.5,25,0.829863965511322,58,0.8270028613764664
report_03,BAAI/bge-large-en-v1.5,28,0.8375389320509774,123,0.8327542843857432
report_04,BAAI/bge-large-en-v1.5,24,0.7995377307136854,52,0.8067991836712911
report_05,BAAI/bge-large-en-v1.5,23,0.8781623814416968,85,0.8623599213712355
report_06,BAAI/bge-large-en-v1.5,25,0.8625785899162293,66,0.835690416169889
report_07,BAAI/bge-large-en-v1.5,26,0.8161871570807236,27,0.8230105329442907
report_08,BAAI/bge-large-en-v1.5,23,0.8223164755365123,53,0.818599745912372
report_09,BAAI/bge-large-en-v1.5,30,0.803725290298462,114,0.8202894518249914
report_10,BAAI/bge-large-en-v1.5,38,0.8174738350667452,65,0.8379442572593689
report_12,BAAI/bge-large-en-v1.5,29,0.8625023755533942,111,0.8352801488326477
report_13,BAAI/bge-large-en-v1.5,26,0.8222755950230819,56,0.8400173304336411
report_14,BAAI/bge-large-en-v1.5,30,0.8447558840115865,77,0.8220648633969294
report_15,BAAI/bge-large-en-v1.5,21,0.8198180539267403,74,0.8242659174107216
report_16,BAAI/bge-large-en-v1.5,21,0.8515855698358445,41,0.8250957640205941
report_19,BAAI/bge-large-en-v1.5,22,0.8486559147184546,56,0.8401085755654744
report_21,BAAI/bge-large-en-v1.5,28,0.8413988394396645,100,0.8296002209186554
report_22,BAAI/bge-large-en-v1.5,30,0.8183027346928914,81,0.8375560295434645
report_23,BAAI/bge-large-en-v1.5,31,0.8389077051993339,131,0.8530558197552921
report_24,BAAI/bge-large-en-v1.5,27,0.797886175137979,69,0.8277817022973213
report_25,BAAI/bge-large-en-v1.5,25,0.8218784713745118,65,0.8272756218910218
report_26,BAAI/bge-large-en-v1.5,31,0.8508586845090312,86,0.8234451329985331
report_27,BAAI/bge-large-en-v1.5,17,0.799200086032643,33,0.820474953362436
report_28,BAAI/bge-large-en-v1.5,24,0.8020699992775917,90,0.8147871580388811
report_29,BAAI/bge-large-en-v1.5,29,0.8282400287430862,75,0.8210030293464661
report_30,BAAI/bge-large-en-v1.5,31,0.7953747203273158,55,0.7989172805439342
report_31,BAAI/bge-large-en-v1.5,39,0.8369935781527789,105,0.8292445574487959
report_32,BAAI/bge-large-en-v1.5,30,0.8243316948413849,82,0.8206005576180249
report_33,BAAI/bge-large-en-v1.5,29,0.8138890143098503,47,0.8293850396541839
