report_folder,model_name,design_total_source_cases,design_to_code_alignment,requirement_total_source_cases,requirement_to_code_alignment
report_01,BAAI/bge-large-en-v1.5,29,0.849845777297842,72,0.8234895418087641
report_02,BAAI/bge-large-en-v1.5,6,0.8149163822333018,58,0.8270028613764664
report_03,BAAI/bge-large-en-v1.5,11,0.8415454409339211,123,0.8327542843857432
report_04,BAAI/bge-large-en-v1.5,10,0.8110447406768799,52,0.8067991836712911
report_05,BAAI/bge-large-en-v1.5,14,0.8758584558963776,85,0.8623599213712355
report_06,BAAI/bge-large-en-v1.5,8,0.8710233420133591,66,0.835690416169889
report_07,BAAI/bge-large-en-v1.5,24,0.8265786319971085,27,0.8230105329442907
report_08,BAAI/bge-large-en-v1.5,7,0.8504031215395246,53,0.818599745912372
report_09,BAAI/bge-large-en-v1.5,26,0.8288513605411236,114,0.8202894518249914
report_10,BAAI/bge-large-en-v1.5,16,0.8317166790366173,65,0.8379442572593689
report_12,BAAI/bge-large-en-v1.5,24,0.8555164287487665,111,0.8352801488326477
report_13,BAAI/bge-large-en-v1.5,7,0.8576128567968097,56,0.8400173304336411
report_14,BAAI/bge-large-en-v1.5,17,0.8641472879578086,77,0.8220648633969294
report_15,BAAI/bge-large-en-v1.5,8,0.8521897196769714,74,0.8242659174107216
report_16,BAAI/bge-large-en-v1.5,16,0.8728126659989357,41,0.8250957640205941
report_19,BAAI/bge-large-en-v1.5,7,0.8577652062688556,56,0.8401085755654744
report_21,BAAI/bge-large-en-v1.5,9,0.8298179970847236,100,0.8296002209186554
report_22,BAAI/bge-large-en-v1.5,7,0.8486480798040118,81,0.8375560295434645
report_23,BAAI/bge-large-en-v1.5,10,0.8470971763134003,131,0.8530558197552921
report_24,BAAI/bge-large-en-v1.5,7,0.8486280952181134,69,0.8277817022973213
report_25,BAAI/bge-large-en-v1.5,16,0.8381217084825039,65,0.8272756218910218
report_26,BAAI/bge-large-en-v1.5,21,0.8473994249389285,86,0.8234451329985331
report_27,BAAI/bge-large-en-v1.5,12,0.8239566336075465,33,0.820474953362436
report_28,BAAI/bge-large-en-v1.5,9,0.8172129657533433,90,0.8147871580388811
report_29,BAAI/bge-large-en-v1.5,10,0.8356217622756958,75,0.8210030293464661
report_30,BAAI/bge-large-en-v1.5,13,0.8128389441050016,55,0.7989172805439342
report_31,BAAI/bge-large-en-v1.5,28,0.8294533682721001,105,0.8292445574487959
report_32,BAAI/bge-large-en-v1.5,33,0.8301402619390776,82,0.8206005576180249
report_33,BAAI/bge-large-en-v1.5,23,0.8373822258866351,47,0.8293850396541839
