timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-07-28T14:27:07,phase1_part3_inference,383749dd-11db-4937-84d1-56a1c329bf5c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,2078.3822711003013,0.09065015915603926,4.3615729606877764e-05,12.875289594495168,197.2649340751935,38.0,0.0074295445315105575,0.11374984572202962,0.021889015810734866,0.1430684060642752,0.0,Canada,CAN,alberta,,,Windows-10-10.0.26200-SP0,3.11.9,3.2.9,32,Intel(R) Xeon(R) w5-3435X,1,1 x NVIDIA RTX PRO 5000 Blackwell,-114.1102,51.0605,127.25018310546875,machine,0.04861448711716091,47.6524064171123,24.354302382109918,30.986741187912084,N,1.0,0.0
