timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-03-17 18:37:54,phase1_part3_inference,1e0b4660-2381-4051-8538-a9a00e963ee9,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,3091.001372,0.05569752507,1.80E-05,42.5,150.6344356,50,0.03638119971,0.128950017,0.04278891189,0.2081201286,0,The Netherlands,NLD,groningen,,,Linux-6.6.113+-x86_64-with-glibc2.35,3.12.12,3.2.3,12,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x NVIDIA A100-SXM4-80GB,6.5751,53.2145,167.0517693,machine,10.61217222,42.21042409,5.372709615,7.405537007,N,1,0
