report_folder,model_name,design_total_source_cases,design_to_code_alignment,requirement_total_source_cases,requirement_to_code_alignment
report_01,BAAI/bge-large-en-v1.5,26,0.8703152445646433,72,0.8234895418087641
report_02,BAAI/bge-large-en-v1.5,24,0.8431958481669426,58,0.8270028613764664
report_03,BAAI/bge-large-en-v1.5,28,0.8729373386928013,123,0.8327542843857432
report_04,BAAI/bge-large-en-v1.5,26,0.8227016902886904,52,0.8067991836712911
report_05,BAAI/bge-large-en-v1.5,14,0.8792390610490527,85,0.8623599213712355
report_06,BAAI/bge-large-en-v1.5,23,0.8207166065340457,66,0.835690416169889
report_07,BAAI/bge-large-en-v1.5,32,0.8420531768351793,27,0.8230105329442907
report_08,BAAI/bge-large-en-v1.5,19,0.7924531102180481,53,0.818599745912372
report_09,BAAI/bge-large-en-v1.5,24,0.847140001753966,114,0.8202894518249914
report_10,BAAI/bge-large-en-v1.5,25,0.854629499912262,65,0.8379442572593689
report_12,BAAI/bge-large-en-v1.5,25,0.858481559753418,111,0.8352801488326477
report_13,BAAI/bge-large-en-v1.5,20,0.8586923211812973,56,0.8400173304336411
report_14,BAAI/bge-large-en-v1.5,10,0.8364425659179687,77,0.8220648633969294
report_15,BAAI/bge-large-en-v1.5,29,0.8221461916791981,74,0.8242659174107216
report_16,BAAI/bge-large-en-v1.5,25,0.8390938019752503,41,0.8250957640205941
report_19,BAAI/bge-large-en-v1.5,20,0.85867460668087,56,0.8401085755654744
report_21,BAAI/bge-large-en-v1.5,28,0.8238585804189954,100,0.8296002209186554
report_22,BAAI/bge-large-en-v1.5,28,0.8128787130117416,81,0.8375560295434645
report_23,BAAI/bge-large-en-v1.5,27,0.8690630352055585,131,0.8530558197552921
report_24,BAAI/bge-large-en-v1.5,18,0.8340161376529269,69,0.8277817022973213
report_25,BAAI/bge-large-en-v1.5,10,0.8397604584693908,65,0.8272756218910218
report_26,BAAI/bge-large-en-v1.5,19,0.8593768728406805,86,0.8234451329985331
report_27,BAAI/bge-large-en-v1.5,27,0.8550792468918694,33,0.820474953362436
report_28,BAAI/bge-large-en-v1.5,23,0.8117568648379782,90,0.8147871580388811
report_29,BAAI/bge-large-en-v1.5,9,0.8549692763222588,75,0.8210030293464661
report_30,BAAI/bge-large-en-v1.5,29,0.7891994385883726,55,0.7989172805439342
report_31,BAAI/bge-large-en-v1.5,22,0.8526113033294678,105,0.8292445574487959
report_32,BAAI/bge-large-en-v1.5,24,0.8274988581736883,82,0.8206005576180249
report_33,BAAI/bge-large-en-v1.5,17,0.8110451312626109,47,0.8293850396541839
