report_folder,model_name,design_total_source_cases,design_to_code_alignment,requirement_total_source_cases,requirement_to_code_alignment
report_01,BAAI/bge-large-en-v1.5,16,0.8559917360544205,72,0.8234895418087641
report_02,BAAI/bge-large-en-v1.5,15,0.8404380877812704,58,0.8270028613764664
report_03,BAAI/bge-large-en-v1.5,11,0.8599768877029419,123,0.8327542843857432
report_04,BAAI/bge-large-en-v1.5,14,0.8350161228861127,52,0.8067991836712911
report_05,BAAI/bge-large-en-v1.5,15,0.875881282488505,85,0.8623599213712355
report_06,BAAI/bge-large-en-v1.5,15,0.8349288860956828,66,0.835690416169889
report_07,BAAI/bge-large-en-v1.5,13,0.8305979692018949,27,0.8230105329442907
report_08,BAAI/bge-large-en-v1.5,14,0.8351073392799923,53,0.818599745912372
report_09,BAAI/bge-large-en-v1.5,16,0.8493775650858879,114,0.8202894518249914
report_10,BAAI/bge-large-en-v1.5,16,0.845988005399704,65,0.8379442572593689
report_12,BAAI/bge-large-en-v1.5,19,0.8390455371455142,111,0.8352801488326477
report_13,BAAI/bge-large-en-v1.5,15,0.8259125908215841,56,0.8400173304336411
report_14,BAAI/bge-large-en-v1.5,18,0.8279335068331825,77,0.8220648633969294
report_15,BAAI/bge-large-en-v1.5,16,0.8237789981067181,74,0.8242659174107216
report_16,BAAI/bge-large-en-v1.5,12,0.8314361621936163,41,0.8250957640205941
report_19,BAAI/bge-large-en-v1.5,16,0.8265464752912521,56,0.8401085755654744
report_21,BAAI/bge-large-en-v1.5,15,0.8527722279230754,100,0.8296002209186554
report_22,BAAI/bge-large-en-v1.5,17,0.8414013666265151,81,0.8375560295434645
report_23,BAAI/bge-large-en-v1.5,18,0.8511983652909597,131,0.8530558197552921
report_24,BAAI/bge-large-en-v1.5,14,0.831093545470919,69,0.8277817022973213
report_25,BAAI/bge-large-en-v1.5,13,0.825465032687554,65,0.8272756218910218
report_26,BAAI/bge-large-en-v1.5,11,0.860082669691606,86,0.8234451329985331
report_27,BAAI/bge-large-en-v1.5,15,0.8657355507214864,33,0.820474953362436
report_28,BAAI/bge-large-en-v1.5,13,0.8015480866798987,90,0.8147871580388811
report_29,BAAI/bge-large-en-v1.5,18,0.8338987131913503,75,0.8210030293464661
report_30,BAAI/bge-large-en-v1.5,18,0.7993553876876831,55,0.7989172805439342
report_31,BAAI/bge-large-en-v1.5,12,0.8564723978439966,105,0.8292445574487959
report_32,BAAI/bge-large-en-v1.5,15,0.8294946392377217,82,0.8206005576180249
report_33,BAAI/bge-large-en-v1.5,10,0.8345403909683228,47,0.8293850396541839
