report_folder,model_name,design_total_source_cases,design_to_code_alignment,requirement_total_source_cases,requirement_to_code_alignment
report_01,BAAI/bge-large-en-v1.5,20,0.8622336119413376,72,0.8234895418087641
report_02,BAAI/bge-large-en-v1.5,11,0.8344603885303844,58,0.8270028613764664
report_03,BAAI/bge-large-en-v1.5,18,0.8700449466705322,123,0.8327542843857432
report_04,BAAI/bge-large-en-v1.5,17,0.8567944449536941,52,0.8067991836712911
report_05,BAAI/bge-large-en-v1.5,10,0.8897733211517334,85,0.8623599213712355
report_06,BAAI/bge-large-en-v1.5,12,0.8384204854567846,66,0.835690416169889
report_07,BAAI/bge-large-en-v1.5,10,0.8507934153079987,27,0.8230105329442907
report_08,BAAI/bge-large-en-v1.5,16,0.8325252272188663,53,0.818599745912372
report_09,BAAI/bge-large-en-v1.5,23,0.8236563724020253,114,0.8202894518249914
report_10,BAAI/bge-large-en-v1.5,25,0.8552236008644104,65,0.8379442572593689
report_12,BAAI/bge-large-en-v1.5,19,0.8493208195033827,111,0.8352801488326477
report_13,BAAI/bge-large-en-v1.5,13,0.8328193334432749,56,0.8400173304336411
report_14,BAAI/bge-large-en-v1.5,20,0.8401706010103226,77,0.8220648633969294
report_15,BAAI/bge-large-en-v1.5,16,0.8246013522148132,74,0.8242659174107216
report_16,BAAI/bge-large-en-v1.5,15,0.863857368628184,41,0.8250957640205941
report_19,BAAI/bge-large-en-v1.5,12,0.8339629173278809,56,0.8401085755654744
report_21,BAAI/bge-large-en-v1.5,27,0.8477973099108096,100,0.8296002209186554
report_22,BAAI/bge-large-en-v1.5,10,0.833966076374054,81,0.8375560295434645
report_23,BAAI/bge-large-en-v1.5,21,0.8435954366411481,131,0.8530558197552921
report_24,BAAI/bge-large-en-v1.5,9,0.828029539850023,69,0.8277817022973213
report_25,BAAI/bge-large-en-v1.5,12,0.8188960750897726,65,0.8272756218910218
report_26,BAAI/bge-large-en-v1.5,13,0.8543250835858859,86,0.8234451329985331
report_27,BAAI/bge-large-en-v1.5,4,0.8702206164598465,33,0.820474953362436
report_28,BAAI/bge-large-en-v1.5,5,0.8211301565170288,90,0.8147871580388811
report_29,BAAI/bge-large-en-v1.5,12,0.8474717189868292,75,0.8210030293464661
report_30,BAAI/bge-large-en-v1.5,16,0.8135328069329262,55,0.7989172805439342
report_31,BAAI/bge-large-en-v1.5,10,0.840363734960556,105,0.8292445574487959
report_32,BAAI/bge-large-en-v1.5,13,0.834786410515125,82,0.8206005576180249
report_33,BAAI/bge-large-en-v1.5,21,0.8474877845673334,47,0.8293850396541839
