report_folder,model_name,design_total_source_cases,design_to_code_alignment,requirement_total_source_cases,requirement_to_code_alignment
report_01,BAAI/bge-large-en-v1.5,17,0.855161659857806,75,0.8246444352467854
report_02,BAAI/bge-large-en-v1.5,12,0.8417145212491354,25,0.8330731558799743
report_03,BAAI/bge-large-en-v1.5,15,0.8559747656186422,85,0.8511364992927103
report_04,BAAI/bge-large-en-v1.5,15,0.8189369360605876,50,0.8357818269729614
report_05,BAAI/bge-large-en-v1.5,14,0.8783920194421496,63,0.8697819567862011
report_06,BAAI/bge-large-en-v1.5,14,0.8261300793715886,58,0.8472107535806196
report_07,BAAI/bge-large-en-v1.5,13,0.8322296830324026,45,0.8292163067393833
report_08,BAAI/bge-large-en-v1.5,14,0.8194420039653778,40,0.8167504578828811
report_09,BAAI/bge-large-en-v1.5,16,0.8439496904611588,87,0.8290618356617018
report_10,BAAI/bge-large-en-v1.5,18,0.849713169866138,51,0.844230946372537
report_12,BAAI/bge-large-en-v1.5,14,0.8383188460554395,60,0.83999509314696
report_13,BAAI/bge-large-en-v1.5,18,0.8455730246173011,26,0.8420077631106744
report_14,BAAI/bge-large-en-v1.5,15,0.8342565099398295,48,0.8123038597404957
report_15,BAAI/bge-large-en-v1.5,17,0.7967349921955782,57,0.8124191478679055
report_16,BAAI/bge-large-en-v1.5,9,0.8495342069201999,44,0.8414865948937156
report_19,BAAI/bge-large-en-v1.5,20,0.8405935674905777,26,0.8420344636990473
report_21,BAAI/bge-large-en-v1.5,19,0.8428980739493119,93,0.8353542012553061
report_22,BAAI/bge-large-en-v1.5,18,0.8346356087260776,73,0.863439288041363
report_23,BAAI/bge-large-en-v1.5,18,0.8409861856036716,123,0.8450394074122111
report_24,BAAI/bge-large-en-v1.5,12,0.8282767683267593,74,0.8214935281792203
report_25,BAAI/bge-large-en-v1.5,15,0.8189856966336568,24,0.8304615194598833
report_26,BAAI/bge-large-en-v1.5,18,0.8580511510372162,90,0.8283707757790884
report_27,BAAI/bge-large-en-v1.5,15,0.8350171685218811,40,0.8207085996866226
report_28,BAAI/bge-large-en-v1.5,14,0.803063941853387,81,0.8108338765156122
report_29,BAAI/bge-large-en-v1.5,12,0.8570736944675446,56,0.83392576447555
report_30,BAAI/bge-large-en-v1.5,17,0.7973648625261643,49,0.7904815613007059
report_31,BAAI/bge-large-en-v1.5,15,0.8483299334843953,99,0.8428384174000133
report_32,BAAI/bge-large-en-v1.5,15,0.8309436996777853,84,0.8320801896708352
report_33,BAAI/bge-large-en-v1.5,8,0.8393760100007057,27,0.8338383612809358
