report_folder,model_name,design_total_source_cases,design_to_code_alignment,requirement_total_source_cases,requirement_to_code_alignment
report_01,BAAI/bge-large-en-v1.5,17,0.855161659857806,107,0.8198813227849586
report_02,BAAI/bge-large-en-v1.5,12,0.8417145212491354,52,0.8392971158027649
report_03,BAAI/bge-large-en-v1.5,15,0.8559747656186422,158,0.8315928431251381
report_04,BAAI/bge-large-en-v1.5,15,0.8189369360605876,93,0.8304497426556002
report_05,BAAI/bge-large-en-v1.5,14,0.8783920194421496,91,0.8397415391691438
report_06,BAAI/bge-large-en-v1.5,14,0.8261300793715886,109,0.8215786142086764
report_07,BAAI/bge-large-en-v1.5,13,0.8322296830324026,118,0.8201136629460222
report_08,BAAI/bge-large-en-v1.5,14,0.8194420039653778,81,0.8282394313517912
report_09,BAAI/bge-large-en-v1.5,16,0.8439496904611588,143,0.8065924656974686
report_10,BAAI/bge-large-en-v1.5,18,0.849713169866138,90,0.8325438280900319
report_12,BAAI/bge-large-en-v1.5,14,0.8383188460554395,178,0.8276907858553897
report_13,BAAI/bge-large-en-v1.5,18,0.8455730246173011,33,0.8294406208125028
report_14,BAAI/bge-large-en-v1.5,15,0.8342565099398295,117,0.8281301514715211
report_15,BAAI/bge-large-en-v1.5,17,0.7967349921955782,114,0.8241208289798937
report_16,BAAI/bge-large-en-v1.5,9,0.8495342069201999,109,0.8246292646871795
report_19,BAAI/bge-large-en-v1.5,20,0.8405935674905777,33,0.8296253807616957
report_21,BAAI/bge-large-en-v1.5,19,0.8428980739493119,134,0.8263479093117501
report_22,BAAI/bge-large-en-v1.5,18,0.8346356087260776,128,0.8509069853462279
report_23,BAAI/bge-large-en-v1.5,18,0.8409861856036716,192,0.8366454519952337
report_24,BAAI/bge-large-en-v1.5,12,0.8282767683267593,116,0.8203038974054928
report_25,BAAI/bge-large-en-v1.5,15,0.8189856966336568,99,0.8237132345787203
report_26,BAAI/bge-large-en-v1.5,18,0.8580511510372162,121,0.8176393947325462
report_27,BAAI/bge-large-en-v1.5,15,0.8350171685218811,50,0.8086770915985108
report_28,BAAI/bge-large-en-v1.5,14,0.803063941853387,126,0.8011951687790099
report_29,BAAI/bge-large-en-v1.5,12,0.8570736944675446,115,0.8151155813880588
report_30,BAAI/bge-large-en-v1.5,17,0.7973648625261643,81,0.7922526237405376
report_31,BAAI/bge-large-en-v1.5,15,0.8483299334843953,118,0.8463073766837685
report_32,BAAI/bge-large-en-v1.5,15,0.8309436996777853,85,0.8170166359228246
report_33,BAAI/bge-large-en-v1.5,8,0.8393760100007057,68,0.8214476818547529
