report_folder,model_name,design_total_source_cases,design_to_code_alignment,requirement_total_source_cases,requirement_to_code_alignment
report_01,BAAI/bge-large-en-v1.5,17,0.855161659857806,46,0.8217389233734297
report_02,BAAI/bge-large-en-v1.5,12,0.8417145212491354,4,0.8514628112316132
report_03,BAAI/bge-large-en-v1.5,15,0.8559747656186422,82,0.837943764721475
report_04,BAAI/bge-large-en-v1.5,15,0.8189369360605876,41,0.8238163706732959
report_05,BAAI/bge-large-en-v1.5,14,0.8783920194421496,26,0.8608708289953378
report_06,BAAI/bge-large-en-v1.5,14,0.8261300793715886,34,0.8270211728180156
report_07,BAAI/bge-large-en-v1.5,13,0.8322296830324026,52,0.816377552656027
report_08,BAAI/bge-large-en-v1.5,14,0.8194420039653778,38,0.8319539145419472
report_09,BAAI/bge-large-en-v1.5,16,0.8439496904611588,69,0.8210844302522964
report_10,BAAI/bge-large-en-v1.5,18,0.849713169866138,33,0.8456183292649009
report_12,BAAI/bge-large-en-v1.5,14,0.8383188460554395,56,0.8439064621925354
report_13,BAAI/bge-large-en-v1.5,18,0.8455730246173011,12,0.8472294708093008
report_14,BAAI/bge-large-en-v1.5,15,0.8342565099398295,38,0.837596711359526
report_15,BAAI/bge-large-en-v1.5,17,0.7967349921955782,48,0.8204761942227682
report_16,BAAI/bge-large-en-v1.5,9,0.8495342069201999,39,0.8393469407008245
report_19,BAAI/bge-large-en-v1.5,20,0.8405935674905777,12,0.8474116524060568
report_21,BAAI/bge-large-en-v1.5,19,0.8428980739493119,75,0.8335827644666036
report_22,BAAI/bge-large-en-v1.5,18,0.8346356087260776,37,0.8555517792701721
report_23,BAAI/bge-large-en-v1.5,18,0.8409861856036716,83,0.8453998256878681
report_24,BAAI/bge-large-en-v1.5,12,0.8282767683267593,42,0.8289321831294468
report_25,BAAI/bge-large-en-v1.5,15,0.8189856966336568,33,0.8281024116458315
report_26,BAAI/bge-large-en-v1.5,18,0.8580511510372162,73,0.8253711127255061
report_27,BAAI/bge-large-en-v1.5,15,0.8350171685218811,28,0.8353125410420554
report_28,BAAI/bge-large-en-v1.5,14,0.803063941853387,51,0.816486280338437
report_29,BAAI/bge-large-en-v1.5,12,0.8570736944675446,41,0.8290343429984116
report_30,BAAI/bge-large-en-v1.5,17,0.7973648625261643,31,0.8028090442380598
report_31,BAAI/bge-large-en-v1.5,15,0.8483299334843953,54,0.8567371180763951
report_32,BAAI/bge-large-en-v1.5,15,0.8309436996777853,44,0.8372048220851205
report_33,BAAI/bge-large-en-v1.5,8,0.8393760100007057,24,0.8309603755672773
