report_folder,model_name,design_total_source_cases,design_to_code_alignment,requirement_total_source_cases,requirement_to_code_alignment
report_01,BAAI/bge-large-en-v1.5,24,0.8576402092973391,72,0.8234895418087641
report_02,BAAI/bge-large-en-v1.5,20,0.8178742200136184,58,0.8270028613764664
report_03,BAAI/bge-large-en-v1.5,23,0.860560505286507,123,0.8327542843857432
report_04,BAAI/bge-large-en-v1.5,10,0.8340575158596039,52,0.8067991836712911
report_05,BAAI/bge-large-en-v1.5,26,0.8728456199169159,85,0.8623599213712355
report_06,BAAI/bge-large-en-v1.5,20,0.826913470029831,66,0.835690416169889
report_07,BAAI/bge-large-en-v1.5,24,0.8279269138971964,27,0.8230105329442907
report_08,BAAI/bge-large-en-v1.5,30,0.8367584963639577,53,0.818599745912372
report_09,BAAI/bge-large-en-v1.5,26,0.8256416206176465,114,0.8202894518249914
report_10,BAAI/bge-large-en-v1.5,22,0.8700796203179793,65,0.8379442572593689
report_12,BAAI/bge-large-en-v1.5,23,0.857912011768507,111,0.8352801488326477
report_13,BAAI/bge-large-en-v1.5,15,0.8175070246060689,56,0.8400173304336411
report_14,BAAI/bge-large-en-v1.5,20,0.839573934674263,77,0.8220648633969294
report_15,BAAI/bge-large-en-v1.5,28,0.8123957876648221,74,0.8242659174107216
report_16,BAAI/bge-large-en-v1.5,24,0.829755388200283,41,0.8250957640205941
report_19,BAAI/bge-large-en-v1.5,34,0.8143665948334862,56,0.8401085755654744
report_21,BAAI/bge-large-en-v1.5,22,0.8449817922982302,100,0.8296002209186554
report_22,BAAI/bge-large-en-v1.5,26,0.8397652873626122,81,0.8375560295434645
report_23,BAAI/bge-large-en-v1.5,24,0.8443489869435629,131,0.8530558197552921
report_24,BAAI/bge-large-en-v1.5,21,0.8218718682016645,69,0.8277817022973213
report_25,BAAI/bge-large-en-v1.5,28,0.823618797319276,65,0.8272756218910218
report_26,BAAI/bge-large-en-v1.5,24,0.8378936226169268,86,0.8234451329985331
report_27,BAAI/bge-large-en-v1.5,32,0.8552379515022039,33,0.820474953362436
report_28,BAAI/bge-large-en-v1.5,22,0.8110105855898424,90,0.8147871580388811
report_29,BAAI/bge-large-en-v1.5,21,0.8471520316033136,75,0.8210030293464661
report_30,BAAI/bge-large-en-v1.5,38,0.7982346007698461,55,0.7989172805439342
report_31,BAAI/bge-large-en-v1.5,24,0.8413535157839457,105,0.8292445574487959
report_32,BAAI/bge-large-en-v1.5,25,0.8306763029098511,82,0.8206005576180249
report_33,BAAI/bge-large-en-v1.5,25,0.8281711125373841,47,0.8293850396541839
