report_folder,model_name,design_total_source_cases,design_to_code_alignment,requirement_total_source_cases,requirement_to_code_alignment
report_01,BAAI/bge-large-en-v1.5,6,0.8748452961444855,72,0.8234895418087641
report_02,BAAI/bge-large-en-v1.5,14,0.8406183208738055,58,0.8270028613764664
report_03,BAAI/bge-large-en-v1.5,23,0.8832817855088607,123,0.8327542843857432
report_04,BAAI/bge-large-en-v1.5,10,0.8354027986526489,52,0.8067991836712911
report_05,BAAI/bge-large-en-v1.5,14,0.8760857965265002,85,0.8623599213712355
report_06,BAAI/bge-large-en-v1.5,14,0.8395577583994184,66,0.835690416169889
report_07,BAAI/bge-large-en-v1.5,16,0.8157911784946918,27,0.8230105329442907
report_08,BAAI/bge-large-en-v1.5,15,0.831901737054189,53,0.818599745912372
report_09,BAAI/bge-large-en-v1.5,12,0.8428864926099777,114,0.8202894518249914
report_10,BAAI/bge-large-en-v1.5,15,0.8544986764589946,65,0.8379442572593689
report_12,BAAI/bge-large-en-v1.5,13,0.8466794628363389,111,0.8352801488326477
report_13,BAAI/bge-large-en-v1.5,11,0.8290154283696954,56,0.8400173304336411
report_14,BAAI/bge-large-en-v1.5,13,0.8447678868587201,77,0.8220648633969294
report_15,BAAI/bge-large-en-v1.5,10,0.8705089390277863,74,0.8242659174107216
report_16,BAAI/bge-large-en-v1.5,22,0.8288822417909448,41,0.8250957640205941
report_19,BAAI/bge-large-en-v1.5,11,0.8289417028427124,56,0.8401085755654744
report_21,BAAI/bge-large-en-v1.5,13,0.8416250669039212,100,0.8296002209186554
report_22,BAAI/bge-large-en-v1.5,21,0.8593549416178748,81,0.8375560295434645
report_23,BAAI/bge-large-en-v1.5,13,0.8720220556625953,131,0.8530558197552921
report_24,BAAI/bge-large-en-v1.5,6,0.8538099229335785,69,0.8277817022973213
report_25,BAAI/bge-large-en-v1.5,11,0.8239401578903198,65,0.8272756218910218
report_26,BAAI/bge-large-en-v1.5,14,0.8612968666212899,86,0.8234451329985331
report_27,BAAI/bge-large-en-v1.5,10,0.836449670791626,33,0.820474953362436
report_28,BAAI/bge-large-en-v1.5,12,0.8227812151114146,90,0.8147871580388811
report_29,BAAI/bge-large-en-v1.5,20,0.8547952324151993,75,0.8210030293464661
report_30,BAAI/bge-large-en-v1.5,11,0.8106319362466986,55,0.7989172805439342
report_31,BAAI/bge-large-en-v1.5,9,0.8612339231703017,105,0.8292445574487959
report_32,BAAI/bge-large-en-v1.5,14,0.8224838886942182,82,0.8206005576180249
report_33,BAAI/bge-large-en-v1.5,11,0.8375427939675071,47,0.8293850396541839
