report_folder,model_name,design_total_source_cases,design_to_code_alignment,requirement_total_source_cases,requirement_to_code_alignment
report_01,BAAI/bge-large-en-v1.5,20,0.8583161264657975,72,0.8234895418087641
report_02,BAAI/bge-large-en-v1.5,10,0.8474709808826446,58,0.8270028613764664
report_03,BAAI/bge-large-en-v1.5,10,0.8600327014923096,123,0.8327542843857432
report_04,BAAI/bge-large-en-v1.5,26,0.8410229958020724,52,0.8067991836712911
report_05,BAAI/bge-large-en-v1.5,13,0.8783349348948553,85,0.8623599213712355
report_06,BAAI/bge-large-en-v1.5,29,0.8342845275484282,66,0.835690416169889
report_07,BAAI/bge-large-en-v1.5,22,0.8387132991443981,27,0.8230105329442907
report_08,BAAI/bge-large-en-v1.5,7,0.8345718554088047,53,0.818599745912372
report_09,BAAI/bge-large-en-v1.5,23,0.8356546033983645,114,0.8202894518249914
report_10,BAAI/bge-large-en-v1.5,25,0.8360339665412903,65,0.8379442572593689
report_12,BAAI/bge-large-en-v1.5,13,0.8468665343064529,111,0.8352801488326477
report_13,BAAI/bge-large-en-v1.5,12,0.8381021469831467,56,0.8400173304336411
report_14,BAAI/bge-large-en-v1.5,18,0.828712887234158,77,0.8220648633969294
report_15,BAAI/bge-large-en-v1.5,7,0.8070697614124843,74,0.8242659174107216
report_16,BAAI/bge-large-en-v1.5,19,0.8320220395138389,41,0.8250957640205941
report_19,BAAI/bge-large-en-v1.5,16,0.8334815129637718,56,0.8401085755654744
report_21,BAAI/bge-large-en-v1.5,17,0.8356667301234078,100,0.8296002209186554
report_22,BAAI/bge-large-en-v1.5,13,0.8469879168730515,81,0.8375560295434645
report_23,BAAI/bge-large-en-v1.5,14,0.8688002101012638,131,0.8530558197552921
report_24,BAAI/bge-large-en-v1.5,7,0.8407855119024005,69,0.8277817022973213
report_25,BAAI/bge-large-en-v1.5,24,0.8410764882961909,65,0.8272756218910218
report_26,BAAI/bge-large-en-v1.5,13,0.8632730933336111,86,0.8234451329985331
report_27,BAAI/bge-large-en-v1.5,20,0.8580401480197907,33,0.820474953362436
report_28,BAAI/bge-large-en-v1.5,23,0.8141627778177676,90,0.8147871580388811
report_29,BAAI/bge-large-en-v1.5,16,0.8421759083867073,75,0.8210030293464661
report_30,BAAI/bge-large-en-v1.5,13,0.8132121929755578,55,0.7989172805439342
report_31,BAAI/bge-large-en-v1.5,9,0.8896932469473945,105,0.8292445574487959
report_32,BAAI/bge-large-en-v1.5,19,0.8472309269403157,82,0.8206005576180249
report_33,BAAI/bge-large-en-v1.5,12,0.8704811135927836,47,0.8293850396541839
