report_folder,model_name,design_total_source_cases,design_to_code_alignment,requirement_total_source_cases,requirement_to_code_alignment
report_01,BAAI/bge-large-en-v1.5,18,0.8520663016372256,72,0.8234895418087641
report_02,BAAI/bge-large-en-v1.5,24,0.8078364407022794,58,0.8270028613764664
report_03,BAAI/bge-large-en-v1.5,29,0.8467530669837162,123,0.8327542843857432
report_04,BAAI/bge-large-en-v1.5,19,0.8268787735386899,52,0.8067991836712911
report_05,BAAI/bge-large-en-v1.5,20,0.8717220962047577,85,0.8623599213712355
report_06,BAAI/bge-large-en-v1.5,20,0.8323529034852981,66,0.835690416169889
report_07,BAAI/bge-large-en-v1.5,28,0.827845539365496,27,0.8230105329442907
report_08,BAAI/bge-large-en-v1.5,26,0.8289585365698888,53,0.818599745912372
report_09,BAAI/bge-large-en-v1.5,27,0.8310073989408987,114,0.8202894518249914
report_10,BAAI/bge-large-en-v1.5,21,0.8592974486805144,65,0.8379442572593689
report_12,BAAI/bge-large-en-v1.5,27,0.8592910943207918,111,0.8352801488326477
report_13,BAAI/bge-large-en-v1.5,34,0.8186873092370874,56,0.8400173304336411
report_14,BAAI/bge-large-en-v1.5,17,0.8329390918507296,77,0.8220648633969294
report_15,BAAI/bge-large-en-v1.5,26,0.8284773047153766,74,0.8242659174107216
report_16,BAAI/bge-large-en-v1.5,15,0.8118981560071309,41,0.8250957640205941
report_19,BAAI/bge-large-en-v1.5,34,0.821712472859551,56,0.8401085755654744
report_21,BAAI/bge-large-en-v1.5,22,0.8256593238223683,100,0.8296002209186554
report_22,BAAI/bge-large-en-v1.5,27,0.8267999247268394,81,0.8375560295434645
report_23,BAAI/bge-large-en-v1.5,23,0.8459468665330306,131,0.8530558197552921
report_24,BAAI/bge-large-en-v1.5,15,0.8179264307022095,69,0.8277817022973213
report_25,BAAI/bge-large-en-v1.5,21,0.8049042906079974,65,0.8272756218910218
report_26,BAAI/bge-large-en-v1.5,25,0.8273734140396118,86,0.8234451329985331
report_27,BAAI/bge-large-en-v1.5,26,0.8527562687030206,33,0.820474953362436
report_28,BAAI/bge-large-en-v1.5,16,0.8213857635855675,90,0.8147871580388811
report_29,BAAI/bge-large-en-v1.5,25,0.8500764465332031,75,0.8210030293464661
report_30,BAAI/bge-large-en-v1.5,32,0.7920475397258997,55,0.7989172805439342
report_31,BAAI/bge-large-en-v1.5,21,0.8543462951978048,105,0.8292445574487959
report_32,BAAI/bge-large-en-v1.5,22,0.8357424763115969,82,0.8206005576180249
report_33,BAAI/bge-large-en-v1.5,21,0.8144442808060419,47,0.8293850396541839
