report_folder,model_name,design_total_source_cases,design_to_code_alignment,requirement_total_source_cases,requirement_to_code_alignment
report_01,BAAI/bge-large-en-v1.5,11,0.8457219925793734,72,0.8234895418087641
report_02,BAAI/bge-large-en-v1.5,18,0.8564398884773254,58,0.8270028613764664
report_03,BAAI/bge-large-en-v1.5,28,0.8743229167801994,123,0.8327542843857432
report_04,BAAI/bge-large-en-v1.5,30,0.8360974431037903,52,0.8067991836712911
report_05,BAAI/bge-large-en-v1.5,18,0.888042022784551,85,0.8623599213712355
report_06,BAAI/bge-large-en-v1.5,18,0.8372767170270284,66,0.835690416169889
report_07,BAAI/bge-large-en-v1.5,21,0.8362940124103001,27,0.8230105329442907
report_08,BAAI/bge-large-en-v1.5,27,0.8175548447502984,53,0.818599745912372
report_09,BAAI/bge-large-en-v1.5,30,0.8338063796361287,114,0.8202894518249914
report_10,BAAI/bge-large-en-v1.5,24,0.8575877696275711,65,0.8379442572593689
report_12,BAAI/bge-large-en-v1.5,17,0.8553487658500671,111,0.8352801488326477
report_13,BAAI/bge-large-en-v1.5,24,0.8116649488608042,56,0.8400173304336411
report_14,BAAI/bge-large-en-v1.5,25,0.8392985200881958,77,0.8220648633969294
report_15,BAAI/bge-large-en-v1.5,11,0.8227404464374889,74,0.8242659174107216
report_16,BAAI/bge-large-en-v1.5,22,0.8325827284292742,41,0.8250957640205941
report_19,BAAI/bge-large-en-v1.5,23,0.8071340763050577,56,0.8401085755654744
report_21,BAAI/bge-large-en-v1.5,21,0.8407324893133981,100,0.8296002209186554
report_22,BAAI/bge-large-en-v1.5,31,0.8226861780689608,81,0.8375560295434645
report_23,BAAI/bge-large-en-v1.5,25,0.8467001366615295,131,0.8530558197552921
report_24,BAAI/bge-large-en-v1.5,24,0.8444160372018814,69,0.8277817022973213
report_25,BAAI/bge-large-en-v1.5,20,0.8275980979204178,65,0.8272756218910218
report_26,BAAI/bge-large-en-v1.5,13,0.8604686306073115,86,0.8234451329985331
report_27,BAAI/bge-large-en-v1.5,26,0.8342912105413584,33,0.820474953362436
report_28,BAAI/bge-large-en-v1.5,20,0.8071016579866409,90,0.8147871580388811
report_29,BAAI/bge-large-en-v1.5,12,0.8487038463354111,75,0.8210030293464661
report_30,BAAI/bge-large-en-v1.5,23,0.8006805907125059,55,0.7989172805439342
report_31,BAAI/bge-large-en-v1.5,26,0.8566248462750361,105,0.8292445574487959
report_32,BAAI/bge-large-en-v1.5,14,0.8211752431733268,82,0.8206005576180249
report_33,BAAI/bge-large-en-v1.5,22,0.864046348766847,47,0.8293850396541839
